SID,SCHID,GENDER,Y1S3_1,Y1S3_2,Y1S3_3,Y1S3_4,Y1S3_5,Y1S3_6,Y1S3_7,Y1S3_8,Y1S3_9,Y1S3_10,Y1S3_11,Y1S3_12,Y1S3_13,Y1S3_14,Y1S3_15,Y1S3_16,Y1S3_17,Y1S3_18,Y1S3_19,Y1S3_20,Y1S3_21,Y1S3_22,Y1S3_23,Y1S3_24,Y1S3_25,Y1S3_26,Y1S3_27,Y1S3_28,Y1S3_29,Y1S3_30,Y1L3_1,Y1L3_2,Y1L3_3,Y1L3_4,Y1L4_11,Y1L4_12,Y1L4_13,Y1L4_14,Y1L4_15,Y1L4_6,Y1L4_7,Y1L4_8,Y1L4_9,Y1L4_10,Y1L4_1,Y1L4_2,Y1L4_3,Y1L4_4,Y1L4_5,Y1S5_1,Y1S5_2,Y1S5_3,Y1KOR_S,Y1ENG_S,Y1MAT_S,Y1KOR_V,Y1ENG_V,Y1MAT_V
1739,36,1,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,4,3,3,4,1,3,4,4,4,2,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,5,5,76,100,80,323,511,341
1740,36,1,4,4,4,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,4,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,82,97,95,343,400,402
1741,36,1,4,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,60,91,75,279,369,330
1742,36,1,4,4,3,4,4,3,4,3,4,4,5,4,4,4,4,4,3,4,4,4,2,4,3,3,3,3,4,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,3,4,4,4,82,61,80,343,308,341
1743,36,1,3,3,4,3,4,2,3,4,4,4,4,3,2,3,3,4,3,2,5,2,3,2,2,4,3,4,4,3,2,4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,4,4,5,79,91,100,332,369,519
1744,36,1,4,4,4,4,4,5,5,4,4,5,5,2,5,5,5,4,2,4,5,5,5,4,4,5,4,4,5,3,5,4,2,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,5,5,4,49,79,80,253,340,341
1745,36,1,5,5,3,5,5,3,5,5,5,5,5,5,5,4,4,1,3,4,3,5,5,2,2,3,3,3,3,5,5,4,4,2,3,4,4,4,4,4,4,1,2,4,1,1,4,4,4,3,3,5,4,3,56,61,70,273,308,321
1746,36,1,5,3,4,5,3,4,3,4,4,4,4,4,4,5,4,4,4,3,5,3,4,3,4,3,3,4,3,2,5,5,3,4,3,4,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,5,4,4,56,64,60,273,313,303
1747,36,1,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,3,4,4,4,3,4,3,5,4,4,3,4,4,3,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,63,52,25,286,294,218
1748,36,1,3,3,3,2,2,4,2,4,5,5,5,5,5,5,5,5,5,3,3,3,4,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,3,3,4,73,76,65,315,334,312
1749,36,1,5,4,4,5,4,3,4,5,4,3,5,5,4,5,4,4,4,3,3,3,2,3,3,3,4,2,4,2,3,4,3,3,2,3,4,3,3,4,4,3,3,3,2,3,3,2,3,1,2,4,4,3,62,52,25,286,294,218
1750,36,1,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3,4,4,3,4,3,3,3,4,4,3,4,3,3,4,3,3,2,3,3,2,4,2,3,3,3,4,4,3,3,3,4,4,4,4,4,4,39,82,20,231,346,179
1751,36,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3,5,4,4,1,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,49,82,80,253,346,341
1752,36,1,5,4,4,5,4,2,4,2,5,4,4,5,4,5,4,5,4,5,3,4,4,4,3,5,4,4,5,2,5,5,-1,-1,-1,-1,2,2,2,2,3,-1,-1,3,4,3,-1,-1,-1,-1,-1,4,5,4,49,46,40,260,283,266
1753,36,1,4,4,4,4,3,4,3,4,3,3,3,4,3,3,3,3,4,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,3,2,3,4,4,4,23,94,25,157,381,218
1754,36,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,5,5,5,37,97,65,223,400,312
1755,36,1,3,3,3,4,3,3,2,3,3,4,4,4,4,4,5,5,5,2,3,1,2,3,1,3,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,3,2,3,3,2,4,4,3,27,73,65,172,329,312
1756,36,1,4,4,3,5,4,3,3,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,2,4,4,3,3,2,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,4,3,5,43,79,70,239,340,321
1757,37,1,5,5,4,4,4,5,2,2,5,5,5,3,4,4,3,3,3,1,1,5,1,1,3,5,4,2,5,5,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,2,2,3,1,2,4,3,5,62,61,55,286,308,295
1758,37,1,5,3,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,3,3,3,4,3,3,4,4,3,4,4,4,5,3,3,3,3,2,2,3,3,2,3,2,2,2,3,2,2,2,3,3,4,4,4,58,49,50,279,288,286
1759,37,1,4,3,2,3,3,1,3,1,4,5,5,4,2,1,3,5,3,2,4,4,3,2,1,2,4,2,3,3,5,3,3,4,3,3,2,2,3,3,2,1,1,2,1,1,3,3,2,4,3,4,3,5,56,34,65,273,255,312
1760,37,2,4,3,4,4,4,3,3,2,4,4,4,3,4,4,3,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,3,2,2,2,3,2,1,3,3,1,1,2,2,1,3,3,3,3,2,5,4,5,82,67,75,343,318,330
1761,37,2,4,4,3,2,3,4,2,3,5,5,4,5,5,5,4,3,5,1,1,1,2,1,2,2,4,3,2,2,4,4,3,4,2,3,3,3,3,2,2,3,3,2,2,2,3,3,2,2,2,-1,-1,-1,47,61,25,253,308,218
1762,37,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,2,3,2,2,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,4,3,5,82,70,80,343,323,341
1763,37,1,4,3,3,3,3,3,3,2,4,3,3,5,4,4,4,4,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,62,70,60,286,323,303
1764,37,1,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,2,4,5,5,94,76,90,418,334,372
1765,37,1,5,3,5,5,4,4,3,4,5,5,5,5,5,5,5,5,3,3,3,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,-1,-1,-1,-1,-1,2,2,-1,-1,-1,3,3,3,3,3,4,3,5,57,52,60,273,294,303
1766,37,1,5,5,4,4,4,5,4,4,5,4,5,5,5,5,5,4,3,5,4,5,5,3,3,4,4,3,5,1,4,4,3,3,3,3,2,2,2,2,2,4,4,3,3,3,4,4,4,3,3,5,5,5,91,94,70,390,381,321
1767,37,1,4,3,3,4,3,3,3,3,4,4,2,3,3,3,4,2,2,2,3,2,4,2,2,3,3,3,3,1,2,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,4,51,61,55,260,308,295
1768,37,1,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,3,3,2,4,2,2,2,3,2,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,4,4,3,59,37,55,279,264,295
1769,37,1,5,4,4,5,4,5,4,4,4,2,2,2,2,2,2,2,2,4,3,3,4,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,2,4,3,2,2,2,3,3,4,4,4,4,3,4,4,5,83,64,60,343,313,303
1770,37,2,4,3,4,5,3,4,3,3,3,3,4,3,2,3,2,2,2,2,1,1,2,1,2,3,3,3,4,2,3,3,3,3,2,3,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2,1,3,2,3,3,4,84,58,65,343,304,312
1771,37,2,4,4,4,3,4,5,4,3,5,4,5,3,3,4,2,2,1,3,4,3,4,4,4,5,5,5,5,5,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,4,4,4,5,5,5,100,94,95,644,381,402
1772,37,1,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,3,3,5,3,3,4,4,4,-1,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,5,5,4,94,85,30,418,352,239
1773,37,1,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,4,2,5,2,3,2,2,3,3,4,5,5,5,5,3,4,4,4,3,3,3,4,4,4,2,3,4,3,3,3,3,4,4,4,4,4,51,37,50,260,264,286
1774,37,1,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,4,4,4,3,3,3,2,3,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,5,5,4,86,34,35,355,255,254
1775,37,1,4,4,4,4,3,4,3,2,5,5,4,5,5,5,5,5,5,4,4,3,2,3,2,3,4,4,5,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,4,4,4,71,64,45,307,313,276
1776,37,2,5,4,2,5,5,3,5,5,4,3,4,3,5,5,4,4,3,2,3,2,2,3,2,4,5,5,5,5,5,5,2,3,2,4,4,3,3,3,2,4,4,3,4,4,3,3,3,3,2,5,5,4,76,97,60,323,400,303
1777,37,2,5,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,3,3,4,2,4,3,3,3,4,4,4,4,4,5,4,3,2,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,5,4,85,73,75,355,329,330
1778,37,2,2,2,2,3,3,2,2,1,5,4,5,3,3,3,4,5,4,3,4,3,3,3,2,3,5,5,4,3,4,5,3,3,3,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,5,4,5,94,82,95,418,346,402
1779,37,2,3,4,2,3,3,2,3,3,5,5,5,5,4,5,4,4,4,2,2,1,3,2,2,2,4,4,3,3,4,4,3,2,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,5,4,4,79,70,90,332,323,372
1780,37,1,3,3,2,3,3,2,3,1,5,5,5,5,5,5,5,5,5,3,2,2,1,2,1,2,3,2,2,1,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,2,4,2,2,48,31,15,253,246,169
1781,37,1,5,4,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,3,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,85,37,45,355,264,276
1782,37,1,3,3,3,2,5,2,3,2,3,5,5,5,5,5,4,-1,3,5,4,1,5,3,3,2,3,4,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,77,37,35,323,264,254
1783,37,1,3,5,3,4,4,3,4,3,4,4,5,4,4,5,3,4,3,3,5,3,2,3,2,2,2,2,3,2,3,5,3,3,2,3,3,1,2,2,2,1,1,1,1,1,2,2,2,1,1,3,1,3,65,40,65,293,271,312
1784,37,2,5,4,3,5,4,3,-1,2,5,5,5,5,5,-1,5,5,5,4,3,3,2,3,2,3,2,3,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,4,3,36,37,30,223,264,239
1785,37,2,4,3,3,4,4,3,4,3,5,5,4,4,4,3,2,2,2,3,1,2,5,3,3,3,3,2,3,3,2,2,3,3,2,4,3,3,3,2,3,3,3,3,2,3,1,2,2,1,1,5,5,2,71,70,45,307,323,276
1786,37,2,5,5,3,5,5,3,4,5,5,3,5,5,2,5,5,3,2,1,5,5,1,3,4,3,4,1,1,1,3,5,3,4,1,3,3,3,4,2,3,2,1,3,2,4,1,1,3,2,3,2,2,2,33,43,40,213,277,266
1787,37,2,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,2,3,4,1,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,50,40,20,260,271,179
1788,37,2,5,4,4,5,4,4,4,4,4,4,4,4,3,3,3,2,1,1,2,2,2,4,4,2,4,5,4,3,3,-1,4,4,4,4,2,2,3,2,2,3,3,3,2,2,3,2,3,3,2,3,1,3,88,91,65,370,369,312
1789,37,1,1,3,2,3,2,2,2,2,3,5,4,4,3,2,3,4,4,2,3,2,2,3,2,2,4,2,2,2,3,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,33,28,30,213,233,239
1790,37,1,3,3,3,4,3,2,3,2,4,4,4,5,3,4,4,5,4,3,4,3,3,3,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,5,83,88,85,343,360,354
1791,37,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,1,3,4,4,4,4,3,5,1,-1,2,4,4,3,4,1,3,2,3,3,1,1,1,1,1,3,3,3,3,2,5,4,5,73,67,85,315,318,354
1792,37,1,5,5,5,5,5,5,3,3,1,3,5,5,5,5,5,5,5,3,3,3,3,2,1,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,3,2,3,2,3,4,3,2,3,5,5,5,88,82,65,370,346,312
1793,37,1,4,3,3,3,4,3,3,1,3,4,5,4,3,4,3,3,4,1,1,1,2,1,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,3,4,4,62,79,70,286,340,321
1794,37,1,4,3,2,5,3,3,3,2,3,5,5,5,4,4,4,4,5,3,4,4,2,1,1,1,3,3,3,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,58,31,45,279,246,276
1795,37,1,3,3,3,4,3,3,3,3,4,3,4,4,3,3,2,3,3,2,3,2,3,3,2,3,1,2,2,1,1,1,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,4,3,64,43,50,293,277,286
1796,37,2,5,4,4,4,4,4,3,3,4,4,4,5,5,4,4,3,2,3,3,3,3,3,3,3,2,3,4,3,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,92,91,85,390,369,354
1797,37,2,4,4,4,3,4,3,3,3,5,5,5,4,4,5,3,5,3,5,4,3,5,4,3,4,3,4,3,3,4,4,3,3,3,3,3,2,3,2,3,4,4,4,3,4,2,2,3,3,4,5,5,5,85,94,65,355,381,312
1798,37,1,5,4,3,4,4,2,3,2,4,3,3,4,4,-1,3,4,2,4,3,2,4,2,2,2,1,2,2,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,58,46,75,279,283,330
1799,37,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,4,4,4,4,4,5,3,5,5,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,4,79,61,80,332,308,341
1800,37,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,4,3,5,51,61,75,260,308,330
1801,37,1,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,3,4,3,4,4,4,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,55,52,75,273,294,330
1802,37,1,3,3,3,4,3,3,3,3,3,3,2,3,2,4,2,2,2,2,3,3,2,3,2,3,3,4,4,2,2,4,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,4,5,4,68,70,80,299,323,341
1803,37,2,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,5,5,5,83,91,85,343,369,354
1804,37,2,5,5,4,5,5,3,3,2,3,3,4,2,4,1,3,2,2,4,3,4,3,3,3,2,3,4,1,2,-1,2,1,3,2,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,4,4,2,47,37,30,253,264,239
1805,37,2,5,3,3,4,4,5,3,5,5,5,5,5,4,5,5,5,4,3,3,2,1,3,2,4,5,4,4,3,3,4,2,3,2,2,4,3,4,2,3,3,3,4,3,2,2,2,3,2,3,5,4,4,88,70,70,370,323,321
1806,37,2,5,4,3,5,3,3,4,3,5,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,2,4,3,3,4,3,4,3,3,4,4,4,2,2,3,3,3,-1,-1,-1,62,70,80,286,323,341
1807,38,2,4,4,3,3,4,4,4,4,5,3,5,5,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,2,2,3,1,2,2,2,3,2,2,5,1,2,64,34,75,293,255,330
1808,38,2,4,3,3,4,3,5,3,4,3,4,3,4,4,2,3,3,3,3,4,2,4,3,3,3,3,3,3,3,4,4,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,51,34,45,260,255,276
1809,38,2,4,3,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,3,1,2,3,3,2,2,3,3,3,2,3,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,5,5,55,37,45,273,264,276
1810,38,1,4,4,3,4,3,4,4,4,5,5,5,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,4,4,4,4,4,3,3,4,3,2,2,3,2,4,4,4,4,4,3,2,3,2,2,4,2,4,23,28,25,157,233,218
1811,38,1,4,4,4,-1,-1,2,3,2,5,5,5,5,5,4,4,3,2,2,2,2,1,2,2,4,3,4,5,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,91,94,95,390,381,402
1812,38,1,4,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3,3,3,3,2,2,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,4,4,1,4,61,31,60,286,246,303
1813,38,2,5,4,5,5,5,4,5,4,4,3,2,4,3,3,1,1,1,3,2,1,3,2,2,1,3,3,2,4,4,4,2,3,3,3,3,3,4,3,3,2,2,4,3,2,2,2,4,3,2,5,3,5,59,55,45,279,299,276
1814,38,2,4,4,4,4,4,4,4,4,3,2,3,3,4,4,3,2,3,3,3,3,2,2,2,4,2,3,4,4,2,4,3,3,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,3,2,4,3,4,68,43,30,299,277,239
1815,38,1,4,4,4,4,5,-1,3,4,4,5,5,5,5,4,4,3,3,2,3,2,1,2,2,3,4,3,4,4,4,-1,3,3,-1,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,3,82,34,40,343,255,266
1816,38,1,4,4,3,4,3,4,3,4,4,4,4,4,5,1,5,5,4,4,3,4,4,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,38,34,15,223,255,169
1817,38,1,4,4,4,3,4,4,4,5,5,4,4,4,3,4,5,4,4,3,4,4,5,4,3,5,5,4,3,5,5,5,3,3,4,3,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,5,5,5,85,82,85,355,346,354
1818,38,1,4,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,5,1,1,1,1,1,4,3,3,5,4,3,3,3,3,3,4,3,3,3,2,4,2,1,2,3,2,4,3,3,4,4,5,4,5,53,34,85,266,255,354
1819,38,1,5,4,4,4,2,-1,4,3,3,3,3,3,3,4,3,4,3,2,2,2,2,2,2,3,4,3,3,3,4,4,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,2,3,3,3,5,4,5,58,40,55,279,271,295
1820,38,1,5,4,4,4,4,3,3,3,5,4,5,5,4,5,4,5,4,4,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,4,3,2,3,3,3,2,2,2,3,3,3,3,3,4,3,5,5,5,79,82,90,332,346,372
1821,38,2,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,4,4,76,64,60,323,313,303
1822,38,2,4,3,2,2,4,2,3,2,4,4,4,4,3,4,4,4,3,5,4,2,1,3,3,2,2,2,3,3,-1,2,2,3,2,2,4,4,4,3,3,2,3,3,4,4,2,2,2,3,3,5,5,4,82,46,60,343,283,303
1823,38,1,5,4,3,4,2,4,2,3,5,3,4,3,3,4,4,2,2,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,3,3,2,3,3,4,2,2,2,3,2,3,3,3,3,4,5,4,5,91,79,95,390,340,402
1824,38,1,5,5,3,5,5,5,2,3,3,5,5,5,4,5,3,4,2,3,2,3,2,3,2,2,4,1,1,2,3,4,2,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,3,-1,2,5,3,2,27,22,5,172,195,169
1825,38,1,5,5,5,5,5,5,5,3,5,5,4,5,5,3,5,5,2,3,1,2,2,1,1,4,3,5,5,2,3,3,3,4,3,3,2,2,2,2,2,3,2,4,2,3,2,2,3,3,2,3,2,3,28,40,40,189,271,266
1826,38,1,4,3,3,4,2,3,3,3,3,4,2,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,2,-1,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,4,3,4,77,34,75,323,255,330
1827,38,1,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,4,5,4,2,2,2,3,3,3,3,3,2,2,2,3,3,2,3,2,3,2,2,3,2,2,30,34,30,202,255,239
1828,38,2,5,5,4,5,5,3,5,2,5,5,5,5,5,5,4,4,4,4,4,2,3,3,3,5,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,97,91,80,468,369,341
1829,38,2,4,3,3,4,3,4,3,4,4,3,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,4,3,3,76,61,45,323,308,276
1830,38,2,4,5,3,5,4,3,4,3,2,2,3,2,1,3,1,1,2,2,1,2,2,1,1,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,1,2,2,1,2,3,4,2,50,61,30,253,308,239
1831,38,2,3,4,4,3,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,2,3,4,4,4,5,5,5,5,4,3,3,3,4,3,2,4,2,3,3,3,4,4,2,3,3,4,3,3,5,5,5,94,94,95,418,381,402
1832,38,1,5,5,4,5,3,2,1,5,4,4,4,4,3,1,4,4,3,2,3,2,1,2,1,1,1,1,2,1,2,5,4,3,2,4,4,4,4,3,4,1,1,2,1,1,2,2,2,3,1,5,1,3,45,31,40,246,246,266
1833,38,1,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,2,4,4,5,5,5,5,2,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,82,85,90,343,352,372
1834,38,1,3,3,3,3,3,3,3,3,3,3,5,5,3,4,5,4,4,3,-1,4,4,4,3,2,2,2,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,4,3,2,46,25,40,246,218,266
1835,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,45,31,65,246,246,312
1836,38,1,4,4,3,4,3,1,3,2,5,4,4,5,5,5,1,3,4,5,3,4,1,1,1,2,4,5,5,3,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,4,4,4,4,3,5,4,5,50,40,50,260,271,286
1837,38,1,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,3,3,5,3,2,4,4,4,4,5,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,4,5,3,79,67,75,332,318,330
1838,38,1,5,3,3,5,3,4,3,5,4,4,3,5,3,3,3,3,2,3,3,3,2,3,3,2,5,2,3,4,5,5,4,3,2,3,3,3,3,4,4,1,1,1,1,3,4,3,3,3,3,3,1,4,59,31,60,279,246,303
1839,38,2,5,4,5,5,4,3,3,3,3,3,3,3,3,3,2,2,1,4,3,2,3,2,2,3,3,4,2,2,2,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,3,3,2,4,3,5,3,5,61,43,70,286,277,321
1840,38,2,5,4,5,5,4,3,3,2,4,5,5,5,5,5,4,5,4,2,1,1,1,2,2,2,4,4,3,2,4,4,3,3,2,4,3,3,4,3,3,2,2,3,2,3,1,2,3,1,3,5,4,3,68,49,45,299,288,276
1841,38,2,5,5,5,4,3,2,3,1,5,4,3,4,5,5,4,4,5,1,1,1,5,2,1,5,4,4,5,4,3,2,3,3,3,3,2,2,3,3,2,3,4,3,4,4,2,2,3,3,2,4,5,4,76,82,70,323,346,321
1842,38,1,4,3,4,3,3,5,4,5,4,4,4,4,4,5,4,4,4,4,5,4,3,4,4,4,2,1,4,4,1,1,3,3,3,4,2,2,3,1,3,2,2,1,2,2,4,4,3,3,3,4,3,5,74,58,90,315,304,372
1843,38,1,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,3,2,2,3,2,4,5,5,5,5,5,5,3,4,2,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,4,5,53,49,85,266,288,354
1844,38,1,5,5,4,3,4,4,4,3,5,5,5,5,4,5,4,3,3,2,3,1,1,1,1,4,3,4,4,4,1,3,4,4,3,2,2,2,3,2,1,4,4,3,3,3,3,3,2,3,3,4,5,5,67,73,50,299,329,286
1845,38,1,4,3,3,4,3,3,3,3,5,4,3,5,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,3,3,3,3,3,4,4,3,2,2,3,3,2,1,4,4,58,58,50,279,304,286
1846,38,1,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,3,4,2,5,3,3,4,3,3,4,3,2,2,2,3,4,3,3,4,4,4,4,1,1,2,4,2,3,2,3,4,4,5,4,5,35,40,45,223,271,276
1847,38,2,4,5,4,4,5,3,4,3,4,5,5,5,5,5,4,5,3,4,4,4,2,5,5,3,3,3,4,2,4,3,3,4,2,4,4,4,4,4,4,3,3,4,3,3,1,1,2,2,3,5,3,4,86,55,25,355,299,218
