SID,SCHID,GENDER,Y1S3_1,Y1S3_2,Y1S3_3,Y1S3_4,Y1S3_5,Y1S3_6,Y1S3_7,Y1S3_8,Y1S3_9,Y1S3_10,Y1S3_11,Y1S3_12,Y1S3_13,Y1S3_14,Y1S3_15,Y1S3_16,Y1S3_17,Y1S3_18,Y1S3_19,Y1S3_20,Y1S3_21,Y1S3_22,Y1S3_23,Y1S3_24,Y1S3_25,Y1S3_26,Y1S3_27,Y1S3_28,Y1S3_29,Y1S3_30,Y1L3_1,Y1L3_2,Y1L3_3,Y1L3_4,Y1L4_11,Y1L4_12,Y1L4_13,Y1L4_14,Y1L4_15,Y1L4_6,Y1L4_7,Y1L4_8,Y1L4_9,Y1L4_10,Y1L4_1,Y1L4_2,Y1L4_3,Y1L4_4,Y1L4_5,Y1S5_1,Y1S5_2,Y1S5_3,Y1KOR_S,Y1ENG_S,Y1MAT_S,Y1KOR_V,Y1ENG_V,Y1MAT_V
5005,104,2,3,3,3,3,4,2,3,2,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,4,3,2,4,4,4,3,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,4,3,4,4,3,5,53,46,55,266,283,295
5006,104,2,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,3,4,4,3,5,5,-1,3,4,4,4,4,3,3,3,3,3,2,2,2,3,2,4,3,4,4,3,5,4,5,74,55,80,315,299,341
5007,104,2,3,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,56,34,55,273,255,295
5008,104,1,3,4,3,2,3,2,3,2,3,3,4,5,4,3,4,4,3,3,5,4,5,3,4,3,4,3,3,3,5,4,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,2,35,25,15,213,218,169
5009,105,2,5,4,3,3,3,1,3,2,3,1,1,5,4,3,2,3,1,4,1,1,3,1,2,1,4,1,2,1,-1,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,1,31,13,20,202,151,179
5010,105,1,4,3,1,3,3,4,3,3,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,3,3,68,22,40,299,195,266
5011,105,2,5,4,5,5,4,3,4,4,4,4,5,4,4,2,4,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,2,3,2,3,3,1,1,1,1,1,3,3,2,59,31,20,279,246,179
5012,105,1,3,3,4,4,3,4,2,3,4,4,3,4,4,4,4,4,4,3,3,3,2,2,2,3,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,5,5,5,82,67,85,343,318,354
5013,105,2,3,3,2,3,3,2,3,3,4,4,3,5,3,4,3,4,5,3,3,3,2,2,3,3,4,3,3,2,3,4,4,3,2,3,3,3,2,4,3,2,1,2,2,3,3,2,2,3,3,5,4,3,63,52,60,286,294,303
5014,105,2,5,3,3,5,3,3,3,4,4,3,4,3,4,5,4,3,2,3,3,3,3,3,3,2,3,2,2,3,3,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,58,40,50,279,271,286
5015,105,2,3,5,3,3,5,5,4,5,2,3,3,2,1,3,3,3,1,5,3,5,3,4,5,3,2,2,4,3,2,2,4,4,1,1,3,3,-1,4,1,4,4,1,4,4,1,1,4,1,3,5,3,2,67,34,20,299,255,179
5016,105,1,5,3,3,5,3,5,2,4,3,3,3,2,3,3,3,3,2,2,1,1,1,1,1,3,2,2,5,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,5,5,3,69,52,55,299,294,295
5017,105,1,5,4,5,4,3,4,3,4,4,4,5,5,4,5,4,4,3,5,4,5,5,4,4,3,5,4,4,5,5,5,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,5,2,3,37,25,45,223,218,276
5018,105,1,5,5,5,5,4,3,4,4,5,5,4,4,5,5,3,3,2,3,3,2,4,3,2,4,4,4,3,5,5,5,3,3,2,3,4,4,4,3,3,2,2,3,2,2,2,2,3,3,3,5,5,5,78,76,85,323,334,354
5019,105,1,2,3,3,4,2,2,2,2,3,2,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,1,2,2,2,3,3,3,3,2,4,2,5,54,34,45,266,255,276
5020,105,1,5,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,5,5,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,80,76,60,332,334,303
5021,105,1,5,5,5,5,4,3,4,2,5,5,5,5,3,3,3,5,3,4,4,1,4,3,3,3,4,4,2,1,5,3,3,3,3,3,2,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,3,3,47,37,45,253,264,276
5022,105,1,5,5,5,5,4,5,5,5,3,3,4,2,3,3,3,2,1,4,1,5,3,3,3,3,2,3,5,5,5,5,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,5,5,5,80,43,65,332,277,312
5023,105,1,5,5,5,5,4,5,3,5,4,4,5,5,5,3,3,4,4,3,3,2,4,3,3,3,3,2,3,4,3,3,3,3,2,-1,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,4,2,2,50,40,45,260,271,276
5024,105,1,4,4,3,5,3,2,3,1,3,4,5,4,3,4,3,3,2,3,4,3,4,3,3,4,4,4,3,2,4,3,2,3,2,3,1,2,2,2,1,2,2,3,2,2,2,2,3,2,2,5,5,5,85,88,85,355,360,354
5025,105,2,5,4,4,5,5,4,4,3,4,4,4,4,4,5,3,3,4,4,2,2,3,3,2,2,3,3,3,3,4,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,5,5,5,75,64,60,315,313,303
5026,105,1,5,4,3,4,4,5,3,4,3,2,3,2,4,3,3,2,3,3,4,4,5,4,3,2,2,1,2,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,4,-1,82,34,75,343,255,330
5027,105,1,3,3,2,4,3,4,5,5,5,3,4,4,3,5,4,4,3,3,3,2,2,3,4,3,3,3,4,3,3,4,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,4,5,3,73,64,55,315,313,295
5028,105,2,4,3,3,4,4,2,3,2,3,3,3,3,4,2,3,5,2,4,1,1,1,1,1,2,4,4,4,1,3,3,3,4,2,4,2,2,3,2,2,2,1,3,4,3,2,1,3,3,2,5,4,4,86,61,60,355,308,303
5029,105,1,2,2,3,3,1,4,1,2,3,1,1,1,1,1,1,1,1,4,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,3,1,1,1,1,1,1,1,2,1,1,4,1,2,49,37,25,260,264,218
5030,105,2,3,2,2,3,2,3,2,5,2,2,2,2,2,2,2,2,2,4,1,2,3,1,2,1,4,3,2,3,5,5,4,3,2,3,3,3,3,3,3,1,1,1,2,2,1,1,1,1,1,3,2,1,44,40,25,239,271,218
5031,105,1,3,3,3,3,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,5,4,2,2,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,2,3,4,3,4,42,16,25,239,151,218
5032,105,1,5,5,4,3,5,4,4,3,5,5,5,5,5,5,5,5,5,3,5,2,4,3,3,3,4,4,4,3,3,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,41,19,45,239,151,276
5033,105,1,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,4,4,4,3,5,5,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,4,4,4,57,40,55,273,271,295
5034,105,1,4,4,4,3,4,3,4,3,4,5,4,3,4,4,2,2,2,2,2,1,2,2,2,4,3,3,3,5,4,4,4,3,3,4,3,1,3,2,3,4,4,4,4,4,3,2,3,3,2,5,5,5,80,97,70,332,400,321
5035,105,2,4,4,3,3,3,3,4,3,5,5,5,5,5,4,4,5,4,3,3,5,3,3,3,2,3,4,4,2,3,3,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,5,3,51,34,40,253,255,266
5036,105,2,5,5,5,5,5,2,4,1,3,3,2,2,3,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,4,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,2,1,60,22,40,279,195,266
5037,105,2,4,5,3,4,4,3,5,4,4,3,2,4,4,3,2,3,2,3,3,2,2,2,2,4,3,3,3,5,3,3,3,2,2,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,5,5,4,85,64,85,355,313,354
5038,105,1,4,5,4,3,3,3,3,2,3,5,5,5,5,5,4,5,5,3,3,1,1,1,1,3,5,3,3,3,5,5,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,4,4,61,46,75,286,283,330
5039,105,1,3,3,2,2,2,4,2,1,1,2,2,2,1,2,3,1,1,2,4,2,4,2,1,4,2,2,1,4,1,2,2,3,2,3,3,2,3,3,3,3,2,2,2,3,2,2,1,2,1,3,2,2,45,19,20,246,151,179
5040,105,1,4,4,3,4,3,5,3,5,5,4,4,5,5,5,4,5,3,5,3,3,4,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,3,4,4,3,74,52,55,315,294,295
5041,105,1,4,4,4,3,4,4,3,3,3,4,4,4,5,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,45,22,35,246,195,254
5042,105,2,5,4,3,4,3,4,3,3,4,5,4,3,3,5,3,3,2,3,2,2,1,2,2,3,3,2,1,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,4,2,3,65,37,45,293,264,276
5043,105,1,4,4,5,5,4,5,3,4,5,4,5,5,5,4,5,5,4,4,3,4,4,3,3,4,5,5,3,3,4,5,3,3,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,5,4,79,58,75,332,304,330
5044,105,2,3,3,3,3,3,5,3,2,5,4,4,4,5,3,5,5,3,2,1,1,1,1,2,4,5,4,5,5,4,4,3,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,2,5,70,40,80,307,271,341
5045,105,2,4,4,4,4,4,3,3,3,3,5,4,3,1,5,4,-1,2,3,2,3,2,1,2,3,3,3,5,2,3,3,3,3,2,2,3,3,3,2,3,4,3,4,4,4,3,2,3,2,2,5,5,5,71,91,50,307,369,286
5046,105,1,4,3,2,3,3,1,3,2,2,2,3,2,2,2,2,2,2,3,4,2,3,2,3,3,2,2,2,3,3,4,3,3,3,4,2,2,2,3,3,4,2,2,3,2,4,3,2,3,3,4,5,5,73,85,85,315,352,354
5047,105,2,5,4,4,4,4,5,-1,5,3,4,4,3,4,4,2,2,2,4,3,4,3,3,2,5,4,5,5,4,4,3,2,4,3,3,2,3,4,3,3,4,4,3,3,3,3,2,4,4,3,5,5,5,97,94,95,468,381,402
5048,105,1,4,3,3,4,4,3,3,2,5,5,5,4,3,5,4,3,3,3,3,3,3,1,1,3,4,3,3,3,4,5,3,2,3,3,2,2,3,3,3,3,3,4,4,3,2,2,4,3,3,4,5,4,91,88,95,390,360,402
5049,105,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,1,3,3,1,2,2,2,4,3,3,1,3,3,3,3,2,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,3,4,2,3,41,19,25,239,151,218
5050,105,1,4,3,3,5,3,4,3,4,5,5,5,5,5,5,4,4,3,2,4,3,2,2,2,3,4,4,3,5,4,3,4,3,3,4,3,4,3,4,4,2,2,2,2,3,3,2,3,3,3,3,4,5,53,40,50,266,271,286
5051,105,1,4,3,3,4,4,3,3,2,4,4,4,4,3,4,3,3,3,2,2,2,2,2,2,4,4,4,4,3,3,4,4,3,2,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,5,94,94,95,418,381,402
5052,105,1,3,3,3,4,3,3,3,3,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,2,3,2,2,3,2,3,2,4,4,62,64,70,286,313,321
5053,105,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,2,3,3,3,4,2,4,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,3,64,52,45,293,294,276
5054,105,2,5,4,4,2,4,5,4,5,5,4,4,3,4,5,2,3,2,5,5,4,2,3,4,5,5,5,4,3,5,4,3,3,2,3,4,3,4,4,3,2,1,3,3,3,3,2,4,3,4,4,3,5,88,49,65,370,288,312
5055,105,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,4,3,5,4,3,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,5,5,4,94,64,80,418,313,341
5056,105,1,4,4,4,5,4,5,4,4,4,5,5,4,4,4,4,4,2,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,3,4,3,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,5,5,80,85,80,332,352,341
5057,105,2,4,3,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,5,3,3,4,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,4,4,3,61,40,45,286,271,276
5058,106,2,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,75,67,50,315,318,286
5059,106,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,56,46,35,273,283,254
5060,106,2,5,4,2,5,4,3,3,4,4,5,4,4,3,4,2,5,3,5,5,2,2,3,3,4,1,4,1,2,1,3,3,4,4,3,2,2,4,3,2,2,2,4,2,2,2,2,3,3,2,5,5,5,79,64,75,332,313,330
5061,106,2,3,3,3,3,4,4,3,3,4,5,5,5,5,5,5,5,5,5,3,2,5,3,3,5,5,5,5,3,3,4,4,4,3,4,3,3,2,3,3,2,3,3,3,4,4,3,3,4,4,5,5,5,91,88,90,390,360,372
5062,106,2,4,4,4,5,5,5,4,3,5,5,4,4,5,5,4,4,3,5,3,3,3,3,2,2,3,3,2,1,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,4,5,5,76,52,45,323,294,276
5063,106,2,5,4,3,5,4,1,5,3,5,5,5,5,3,5,5,5,3,3,5,5,4,1,4,3,1,1,5,3,4,4,3,3,2,2,1,1,1,1,1,4,4,3,3,2,3,2,2,3,1,3,5,5,85,91,85,355,369,354
5064,106,2,4,3,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,5,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,5,5,5,70,55,40,307,299,266
5065,106,2,4,5,3,4,5,3,4,2,4,5,3,5,5,5,4,4,5,3,2,4,1,5,3,3,2,2,5,4,3,2,3,3,2,3,2,2,4,3,3,3,4,4,3,4,3,2,4,3,2,4,5,4,73,82,60,315,346,303
5066,106,2,4,4,3,5,3,3,3,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,2,3,3,4,2,2,4,3,3,4,3,2,2,2,3,3,2,3,2,3,2,2,3,2,2,5,5,5,79,67,70,332,318,321
5067,106,2,4,4,3,5,5,3,4,4,4,5,5,4,4,4,4,4,4,3,3,3,1,3,3,3,4,3,4,4,5,3,3,3,2,4,3,3,4,4,3,3,3,4,4,3,2,2,2,2,3,5,4,3,68,40,55,299,271,295
5068,106,2,5,4,4,4,5,4,5,5,5,4,3,3,3,3,3,3,2,5,5,5,1,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,3,3,3,2,2,3,3,2,2,2,3,2,2,4,4,4,73,79,70,315,340,321
5069,106,2,5,4,5,5,4,5,4,3,3,4,3,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,5,3,70,61,50,307,308,286
5070,106,2,4,4,2,5,3,2,4,3,5,5,5,5,5,5,3,3,3,3,5,4,1,5,4,3,3,4,3,3,4,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,4,5,5,79,79,60,332,340,303
5071,106,2,4,3,2,4,3,3,3,4,5,5,4,4,4,3,3,4,3,1,4,3,3,3,3,-1,3,3,3,2,3,4,4,2,2,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,2,4,5,3,62,55,30,286,299,239
5072,106,2,5,4,4,5,4,5,3,4,5,4,4,4,4,4,4,4,5,1,5,2,5,3,3,2,3,3,3,5,3,3,4,3,2,4,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,4,2,3,73,46,30,315,283,239
5073,106,2,4,4,3,4,3,3,3,4,5,5,5,5,4,5,5,4,5,5,4,3,4,3,3,2,4,3,3,4,3,5,3,2,2,3,3,3,3,2,2,3,3,3,3,2,4,3,3,2,2,3,3,4,54,55,60,266,299,303
5074,106,2,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,3,5,1,5,5,2,2,2,2,3,4,2,4,2,3,3,2,3,2,2,3,2,2,1,1,2,2,2,3,3,2,3,2,2,3,5,58,40,50,279,271,286
5075,106,2,3,4,3,3,3,1,4,3,5,5,5,5,5,5,5,5,5,4,4,4,5,3,2,3,5,5,3,2,3,4,3,1,2,3,4,4,4,3,4,1,1,3,1,1,2,2,4,2,3,4,1,3,52,22,35,266,195,254
5076,106,2,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,1,3,3,1,1,3,3,3,2,2,3,3,3,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,35,31,25,223,246,218
5077,106,2,5,4,4,3,4,3,4,3,5,5,5,5,5,4,4,3,2,5,5,4,2,4,4,5,3,3,5,1,1,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,74,73,75,315,329,330
5078,106,2,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,5,5,5,85,85,85,355,352,354
5079,106,2,5,4,3,4,3,3,3,3,5,5,5,5,5,5,3,5,4,4,4,3,3,2,3,2,4,3,3,3,3,3,3,2,2,3,3,3,3,2,3,1,1,2,1,2,2,2,2,2,-1,3,2,4,53,28,20,266,233,179
5080,106,2,4,3,3,3,5,3,4,3,4,5,5,4,5,4,3,3,3,4,3,2,2,2,1,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,2,3,2,2,4,3,4,73,58,50,315,304,286
5081,106,2,4,5,3,3,4,3,3,3,5,5,5,5,4,5,5,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,5,4,5,71,55,80,307,299,341
5082,106,2,3,3,2,3,3,2,3,2,5,5,5,5,5,5,5,4,5,2,4,3,1,3,3,3,4,4,3,4,4,4,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2,5,4,4,85,61,85,355,308,354
5083,106,2,5,5,5,5,5,4,4,4,4,5,5,5,4,5,4,4,3,2,4,1,2,3,3,2,3,3,3,4,4,3,3,2,2,3,3,2,2,3,2,3,2,3,3,3,2,1,2,2,2,3,4,2,38,43,40,231,277,266
5084,106,2,5,4,5,5,5,5,5,4,4,3,3,4,4,4,3,3,3,4,4,2,4,3,3,3,2,2,2,4,4,3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,3,3,2,62,46,45,286,283,276
5085,106,2,3,3,3,4,4,2,3,3,5,5,5,5,5,5,4,4,3,3,3,2,3,3,2,3,2,1,3,2,4,3,3,2,2,3,3,2,3,2,2,2,1,2,2,2,2,2,3,2,2,3,2,3,61,31,55,286,246,295
5086,106,2,3,3,3,3,3,3,3,3,5,5,5,5,4,5,4,4,4,2,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,71,49,35,307,288,254
5087,106,2,5,3,3,4,3,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,5,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,82,55,55,343,299,295
5088,106,2,4,3,3,5,3,3,3,3,4,4,4,4,4,3,3,3,2,3,3,2,1,2,2,2,3,3,3,2,2,1,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,4,3,4,82,49,50,343,288,286
5089,106,2,5,4,4,5,3,4,4,5,5,5,5,5,4,5,4,4,5,3,2,2,3,3,3,2,4,2,4,2,4,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4,3,2,71,46,45,307,283,276
5090,106,2,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,3,3,3,4,4,4,3,2,3,3,2,2,3,5,3,3,3,3,4,2,2,4,3,3,3,4,4,3,3,2,3,3,3,3,4,4,3,51,31,35,260,246,254
5091,106,2,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,4,4,3,5,4,4,5,3,4,4,4,5,3,4,4,4,4,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,5,76,52,60,323,294,303
5092,106,2,3,4,3,3,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,3,3,3,3,3,4,3,3,4,5,3,4,4,3,4,3,3,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,3,38,31,15,223,246,169
5093,106,2,3,3,2,4,3,3,3,2,4,5,5,5,4,4,4,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,2,2,3,2,2,4,5,3,69,70,40,299,323,266
5094,106,2,4,4,3,3,3,3,3,3,4,4,4,5,5,4,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,70,43,55,307,277,295
5095,106,2,4,3,2,3,3,1,3,1,5,5,5,4,5,4,3,3,2,1,3,1,1,3,3,4,4,3,3,2,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,4,4,78,73,70,323,329,321
5096,106,2,5,3,4,5,3,4,3,4,4,5,5,4,5,5,3,3,2,2,4,3,1,2,2,2,2,2,3,5,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,4,3,4,94,52,55,418,294,295
5097,106,2,4,3,3,3,3,3,3,2,3,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,5,5,76,55,80,315,299,341
5098,106,2,4,3,2,5,4,3,3,4,3,2,2,3,3,3,2,2,2,2,3,3,1,3,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,3,3,2,59,34,30,279,255,239
5099,106,2,5,5,5,5,-1,3,3,3,5,3,2,3,5,4,3,2,2,1,5,-1,3,5,2,4,2,2,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,79,76,50,332,334,286
5100,106,2,4,3,3,4,4,4,4,4,5,5,5,4,5,5,3,3,2,3,4,4,4,3,3,4,3,2,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,4,2,3,3,2,3,2,4,5,5,85,100,90,355,511,372
5101,106,2,5,4,3,5,5,3,4,4,5,5,5,5,5,5,4,5,4,5,4,3,3,3,3,3,4,4,4,2,3,3,4,3,2,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,4,3,5,77,46,60,323,283,303
5102,106,2,5,4,3,5,4,4,5,4,3,4,5,4,5,5,3,4,5,3,4,2,1,2,3,4,3,2,5,4,3,4,4,4,4,3,3,2,2,2,2,3,3,3,2,2,4,4,3,3,4,4,4,5,73,61,90,315,308,372
5103,106,2,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,68,49,40,299,288,266
5104,106,2,4,3,3,4,3,4,3,4,5,5,5,5,2,5,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,2,4,3,3,2,3,3,3,4,3,2,4,3,3,61,52,55,286,294,295
5105,106,2,4,4,3,5,4,3,4,3,5,5,5,5,5,5,4,4,3,3,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,63,61,70,286,308,321
5106,106,2,4,3,3,4,4,4,3,4,5,5,5,5,5,5,3,4,4,4,4,4,4,3,3,2,3,3,3,4,3,3,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,3,4,3,4,59,28,35,279,233,254
5107,106,2,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,1,4,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,86,91,90,355,369,372
5108,107,2,3,3,2,3,3,1,3,2,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,4,3,3,21,22,25,157,195,218
5109,107,2,3,3,4,4,3,4,3,4,5,3,3,5,4,4,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,5,4,3,73,37,40,315,264,266
5110,107,2,4,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,5,4,3,53,43,40,266,277,266
5111,107,2,5,5,5,5,5,4,5,5,4,5,5,3,5,4,1,1,4,3,5,5,5,3,3,5,4,4,5,5,5,5,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,5,5,5,58,34,55,279,255,295
5112,107,2,5,5,4,4,3,2,3,1,3,4,4,4,4,4,1,1,1,2,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1,3,2,2,4,4,3,-1,31,35,-1,246,254
5113,107,2,3,4,2,3,2,2,3,3,3,4,4,5,4,5,4,5,5,2,2,2,4,3,2,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,3,5,4,5,54,37,65,266,264,312
