SID,SCHID,GENDER,Y2S2_1,Y2S2_2,Y2S2_3,Y2S2_4,Y2S2_5,Y2S2_6,Y2S2_7,Y2S2_8,Y2S2_9,Y2S2_10,Y2S2_11,Y2S2_12,Y2S2_13,Y2S2_14,Y2S2_15,Y2S2_16,Y2S2_17,Y2S2_18,Y2S2_19,Y2S2_20,Y2S2_21,Y2S2_22,Y2S2_23,Y2S2_24,Y2S2_25,Y2S2_26,Y2S2_27,Y2S2_28,Y2S2_29,Y2S2_30,Y2L3_1,Y2L3_2,Y2L3_3,Y2L3_4,Y2L6_15,Y2L6_16,Y2L6_17,Y2L6_18,Y2L6_19,Y2L6_5,Y2L6_6,Y2L6_7,Y2L6_8,Y2L6_9,Y2L6_10,Y2L6_11,Y2L6_12,Y2L6_13,Y2L6_14,Y2S36_1,Y2S36_2,Y2S36_3,Y2KOR_S,Y2ENG_S,Y2MAT_S,Y2KOR_V,Y2ENG_V,Y2MAT_V
4004,82,1,4,4,3,4,4,3,3,3,4,4,4,4,4,5,4,4,3,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,5,28,46,70,288,389,439
4005,82,2,5,5,5,5,5,4,5,4,4,3,3,2,2,3,1,1,2,1,1,1,2,1,1,5,5,5,5,5,4,5,4,4,3,4,3,3,4,4,3,3,3,2,1,2,4,4,3,3,3,5,5,5,71,73,65,424,439,431
4006,82,1,5,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,2,4,2,3,1,2,3,4,2,2,4,3,3,3,3,4,3,3,3,3,3,3,24,19,25,241,264,335
4007,82,1,5,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,28,31,45,303,344,397
4008,82,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,27,19,15,288,264,288
4009,82,2,3,3,2,3,4,3,3,2,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,4,85,85,90,483,465,480
4010,82,2,3,3,2,4,3,1,3,2,4,5,5,5,4,4,3,4,2,2,3,2,3,2,2,3,3,3,4,2,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,4,3,5,74,58,75,433,412,447
4011,82,2,5,4,4,5,3,5,4,4,5,5,5,4,5,5,3,5,2,-1,3,3,1,4,3,2,4,4,3,2,3,4,4,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,4,3,4,53,34,40,376,356,386
4012,82,2,4,3,3,4,3,5,3,3,4,4,4,5,4,5,3,4,3,2,3,3,1,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,5,2,2,56,34,20,383,356,289
4013,82,1,4,3,3,3,3,2,3,2,3,3,5,3,3,1,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,34,10,15,315,264,288
4014,82,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4015,82,2,5,4,4,5,4,5,5,5,4,5,5,4,5,4,3,4,3,5,3,3,2,3,3,3,1,4,4,4,3,1,3,3,2,3,3,2,3,3,2,3,3,3,2,3,2,2,2,2,2,-1,-1,-1,53,46,50,376,389,406
4016,82,1,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,39,61,35,335,418,374
4017,82,2,4,4,4,5,5,3,4,3,5,5,5,5,5,3,5,4,3,3,4,3,2,3,3,2,2,2,3,2,2,2,3,2,4,3,3,3,4,3,3,2,2,3,2,1,1,1,1,1,1,4,2,3,49,43,40,360,382,386
4018,82,1,4,4,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,2,2,2,3,2,2,2,2,2,4,3,2,2,2,3,1,2,2,1,3,2,1,1,1,11,19,15,241,264,288
4019,82,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4020,82,2,5,5,5,5,5,5,5,5,4,4,5,4,4,5,3,3,2,3,3,3,1,5,4,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,5,4,5,64,43,45,399,382,397
4021,82,1,5,5,4,4,4,5,5,3,3,4,4,3,3,4,2,2,2,2,4,2,4,4,3,3,2,2,4,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,20,28,25,241,330,335
4022,82,2,5,4,4,5,4,3,3,3,5,5,5,5,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,4,4,4,53,67,90,376,428,480
4023,82,2,5,4,5,5,4,5,4,4,5,4,3,3,3,3,5,2,3,3,3,3,3,3,3,4,4,3,4,4,5,5,2,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,4,4,4,69,67,45,415,428,397
4024,82,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4025,82,1,4,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,5,1,2,1,1,2,2,2,2,1,1,1,3,3,2,3,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,21,28,25,241,330,335
4026,82,1,5,3,4,5,3,4,3,2,4,4,4,5,4,5,3,4,3,4,3,2,4,2,2,2,2,2,3,2,3,2,2,3,3,3,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,3,3,3,28,22,15,288,275,288
4027,82,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,24,49,10,241,395,288
4028,82,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4029,82,2,4,4,4,5,5,3,4,2,2,2,3,3,2,4,3,2,2,3,3,3,2,2,3,3,2,4,5,3,3,4,3,2,2,3,3,3,3,2,3,3,3,3,4,3,1,2,2,2,2,5,5,5,66,58,65,407,412,431
4030,82,2,3,3,3,4,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,3,2,3,1,3,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,3,2,3,3,2,5,3,3,40,37,25,335,366,335
4031,82,1,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,4,3,3,30,46,5,288,389,288
4032,83,2,4,5,4,4,3,4,3,4,4,4,4,4,4,5,5,5,5,5,3,5,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55,34,35,376,356,374
4033,83,2,5,5,5,5,5,5,5,4,4,5,5,3,3,3,2,2,2,5,5,5,5,5,5,5,2,3,5,3,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,71,58,45,424,412,397
4034,83,2,4,4,3,3,3,3,3,2,4,4,3,3,4,4,4,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,25,31,30,269,344,358
4035,83,2,4,4,4,4,5,4,4,2,3,4,4,3,4,4,3,3,2,3,4,4,4,4,3,4,3,4,4,4,4,4,2,2,2,3,3,2,3,3,2,2,1,2,2,3,3,2,2,3,2,5,4,3,79,76,65,455,445,431
4036,83,2,5,5,5,5,5,4,3,2,4,3,3,4,5,4,4,4,3,2,3,2,4,4,3,5,5,5,5,4,4,4,4,4,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,5,5,74,82,65,433,458,431
4037,83,2,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,2,4,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,5,5,5,92,61,45,526,418,397
4038,83,2,4,4,3,4,3,3,3,3,4,5,4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,3,4,75,43,40,433,382,386
4039,83,2,2,2,4,2,4,2,3,2,2,3,4,2,3,3,3,4,2,4,4,4,4,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,3,1,3,30,13,25,303,264,335
4040,83,2,4,4,3,4,4,4,4,2,5,4,4,5,5,5,3,3,4,2,3,2,1,3,2,3,4,4,4,4,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,5,5,5,89,91,80,501,486,456
4041,83,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,67,40,40,415,374,386
4042,83,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,2,1,1,4,1,4,69,34,60,415,356,423
4043,83,2,5,4,4,5,5,4,4,3,3,2,4,3,4,2,2,1,1,3,2,2,2,2,2,4,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,85,79,65,483,451,431
4044,83,2,3,3,3,3,3,4,3,2,1,3,3,3,3,3,2,2,2,1,1,1,1,1,1,2,2,2,4,1,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,2,82,82,35,467,458,374
4045,83,2,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,3,3,4,4,5,5,3,5,4,4,4,2,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,5,5,5,81,88,85,455,475,467
4046,83,2,4,3,4,4,5,5,3,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,3,5,3,3,4,3,3,3,3,3,3,4,3,3,2,2,4,3,2,3,2,4,3,3,4,3,3,79,61,35,455,418,374
4047,83,2,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,-1,4,4,83,61,55,467,418,415
4048,83,2,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,4,3,2,2,3,3,3,3,4,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,5,5,5,80,64,50,455,423,406
4049,83,2,5,5,5,5,3,5,4,5,5,5,3,5,5,4,5,5,3,3,3,2,4,2,3,4,3,3,5,3,5,4,3,4,3,4,4,3,3,3,3,2,2,3,3,3,2,2,2,2,2,5,2,4,43,13,20,344,264,289
4050,83,2,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,4,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,4,4,5,68,52,55,415,401,415
4051,83,2,4,4,4,4,4,4,3,3,4,4,4,3,5,4,2,3,2,3,4,2,4,3,4,4,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,66,34,40,407,356,386
4052,83,2,4,4,4,4,4,3,3,2,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,3,3,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,4,4,4,65,55,40,407,407,386
4053,83,2,3,3,3,3,5,2,4,1,4,5,5,4,4,5,3,3,2,3,4,4,2,3,3,4,3,3,4,1,3,3,3,3,2,3,4,3,3,3,3,2,2,2,3,2,2,2,2,2,2,5,3,3,82,37,35,455,366,374
4054,83,2,5,4,4,5,4,4,4,3,3,4,3,3,3,4,3,4,3,3,1,1,3,2,3,2,3,3,3,3,3,4,3,3,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,3,2,4,50,37,15,368,366,288
4055,83,2,5,4,4,5,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,64,82,60,407,458,423
4056,83,2,5,4,4,5,4,5,4,5,5,4,3,3,5,4,2,2,2,2,2,1,3,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,47,40,25,360,374,335
4057,83,2,5,4,3,5,4,4,4,3,5,5,5,5,5,5,3,5,3,2,4,3,2,3,2,2,4,4,4,2,4,4,3,3,2,3,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,4,4,2,47,25,0,360,311,288
4058,83,2,3,3,2,2,3,2,3,2,5,5,5,5,4,5,5,5,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,3,79,49,60,455,395,423
4059,83,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4060,83,2,4,4,4,4,4,4,5,2,2,1,1,1,2,1,1,1,1,2,2,2,3,3,5,2,1,1,3,5,4,4,4,4,4,4,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,35,34,25,315,356,335
4061,83,2,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,5,4,5,5,5,5,3,3,3,5,3,4,4,4,4,3,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,56,28,25,383,330,335
4062,83,2,5,5,5,5,5,5,5,5,3,3,3,5,3,2,3,2,1,5,1,1,3,3,3,2,3,3,3,2,5,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,4,48,34,30,360,356,358
4063,83,2,4,3,3,4,2,3,3,3,3,3,4,3,3,2,3,2,3,3,1,1,1,3,3,1,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,2,4,3,4,50,34,35,368,356,374
4064,83,2,4,4,3,5,5,4,4,4,3,4,4,4,5,5,5,4,3,4,3,3,4,3,3,3,3,3,4,3,3,4,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,90,61,45,501,418,397
4065,83,2,5,4,3,4,3,4,3,4,5,5,5,5,5,5,5,5,4,3,3,2,4,3,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,64,34,40,407,356,386
4066,83,2,5,4,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,2,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,61,64,60,391,423,423
4067,83,2,4,3,3,4,4,5,3,5,3,4,5,4,5,4,2,3,2,1,2,1,1,2,2,1,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,34,35,315,356,374
4068,83,2,5,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,2,2,3,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,4,5,4,88,94,75,501,503,447
4069,83,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,1,2,1,2,1,1,2,2,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,65,55,55,407,407,415
4070,83,2,5,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,67,67,40,407,428,386
4071,83,2,5,5,3,5,5,4,4,4,5,5,4,5,5,5,5,5,4,2,4,1,3,4,3,3,3,3,3,3,5,4,3,2,2,2,2,2,2,2,2,3,3,2,3,3,1,1,1,1,1,3,2,4,57,16,50,383,264,406
4072,83,2,5,4,3,5,5,3,3,3,5,5,5,4,5,3,4,3,2,1,3,1,1,3,2,4,5,5,4,5,5,5,3,3,2,4,2,2,4,4,4,3,2,4,2,2,4,3,4,4,4,5,5,2,71,94,65,424,503,431
4073,83,2,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,5,2,2,1,1,1,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,71,40,50,424,374,406
4074,83,2,3,3,3,4,3,3,2,3,4,4,4,4,3,4,4,3,3,2,4,4,2,3,4,2,2,2,2,4,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,1,1,1,1,1,4,1,5,54,28,60,376,330,423
4075,83,2,4,3,3,3,4,3,4,2,4,4,5,4,4,4,4,4,4,3,3,3,2,2,2,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,91,91,95,526,486,500
4076,83,2,4,4,4,3,3,3,3,3,3,3,4,4,4,5,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,74,25,40,433,311,386
4077,83,2,4,4,3,3,5,3,3,3,4,4,3,5,4,4,3,3,3,4,3,3,1,3,3,3,2,3,2,2,3,3,3,3,3,4,3,2,3,2,3,2,2,2,2,2,3,3,3,2,2,-1,5,4,88,61,30,501,418,358
4078,83,2,3,3,3,3,4,3,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,54,31,30,376,344,358
4079,83,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,3,3,4,4,3,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,4,4,4,70,52,25,424,401,335
4080,83,2,5,5,4,5,5,5,4,4,3,3,2,3,2,2,3,5,3,2,5,1,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,4,2,5,68,43,85,415,382,467
4081,83,2,5,5,4,5,4,5,5,5,5,4,5,3,5,5,4,1,1,3,4,4,4,3,3,2,3,2,4,1,5,5,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,58,43,55,391,382,415
4082,84,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4083,84,2,3,2,1,3,2,3,2,3,3,2,3,3,2,2,3,1,1,2,3,3,2,1,2,2,2,1,3,1,3,4,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,4,3,2,77,55,45,443,407,397
4084,84,2,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,85,30,391,465,358
4085,84,2,5,3,4,4,3,3,3,3,4,4,5,4,4,5,4,4,3,5,3,5,5,2,3,4,4,4,5,3,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,2,2,3,3,3,2,4,3,5,76,82,70,443,458,439
4086,84,1,4,3,3,4,4,3,3,3,3,5,5,5,5,4,4,4,3,3,3,3,3,3,2,3,3,3,3,2,4,3,3,2,2,2,2,2,2,1,2,3,3,3,3,4,3,3,3,3,3,3,3,3,75,97,90,433,534,480
4087,84,2,5,4,4,4,4,2,4,1,3,5,5,5,3,4,4,2,2,4,2,2,1,3,1,1,1,1,1,2,4,4,4,3,2,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,1,4,4,57,76,25,383,445,335
4088,84,1,5,4,5,5,4,4,4,4,5,3,4,3,3,4,4,4,4,2,3,2,2,3,2,4,3,3,5,3,3,3,4,3,2,3,3,3,3,4,3,1,1,2,1,1,1,1,1,1,1,3,2,2,54,19,20,376,264,289
4089,84,2,5,5,5,5,4,3,3,3,3,5,5,5,4,5,3,4,3,3,3,3,3,3,2,3,4,3,3,1,5,3,4,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,5,4,3,72,40,30,424,374,358
4090,84,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,1,3,5,3,1,4,4,5,5,5,5,5,5,5,2,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,50,76,60,368,445,423
4091,84,2,5,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,4,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,87,97,70,483,534,439
4092,84,2,4,3,3,3,4,3,3,2,2,4,4,4,4,4,2,3,2,2,2,1,2,3,2,3,2,3,4,4,4,4,3,2,2,3,1,1,1,3,1,3,2,2,4,1,2,2,4,3,1,4,5,5,85,97,100,483,534,637
4093,84,1,4,4,3,4,3,3,3,2,4,5,5,5,4,5,4,3,2,1,3,1,4,3,3,5,3,4,5,5,3,5,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,5,5,81,100,90,455,683,480
4094,84,2,4,4,4,4,4,2,3,2,3,3,4,3,3,4,3,1,2,3,2,2,3,4,3,3,2,2,5,3,4,4,3,2,2,3,3,2,4,2,3,4,4,4,4,4,1,1,1,1,1,3,2,5,71,58,75,424,412,447
4095,84,2,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,3,4,5,4,2,3,2,3,5,5,5,4,5,5,3,4,2,4,3,3,3,2,3,1,1,3,1,1,4,4,4,4,4,4,5,5,44,61,55,352,418,415
4096,84,2,4,4,4,5,4,3,3,4,5,5,5,5,5,5,5,3,4,2,1,1,1,1,1,1,1,1,2,2,4,1,3,2,2,4,2,2,3,2,2,2,2,1,1,1,2,2,2,3,3,3,2,1,55,19,20,383,264,289
4097,84,2,5,5,4,5,4,4,4,4,4,3,3,3,2,3,2,3,3,2,2,2,2,2,3,2,4,4,3,2,3,3,3,3,2,3,3,3,3,4,3,2,2,2,1,2,2,2,2,1,2,5,4,4,84,55,60,467,407,423
4098,84,1,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,2,1,3,1,3,3,3,3,3,3,3,4,4,3,3,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,4,3,4,82,76,100,467,445,637
4099,84,1,4,4,3,4,3,4,3,3,5,5,5,5,5,5,5,5,4,2,4,4,3,5,3,3,3,3,5,3,4,5,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,70,85,80,415,465,456
4100,84,1,4,5,4,4,4,3,4,3,5,5,5,5,5,5,5,5,4,3,3,2,2,2,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,5,5,83,64,65,467,423,431
4101,84,1,3,3,4,3,4,3,3,2,4,4,4,3,4,4,4,3,3,2,2,2,2,3,1,3,4,3,3,2,3,4,3,2,2,2,3,3,3,2,2,1,1,2,1,1,2,2,3,3,2,3,3,3,83,82,65,467,458,431
4102,84,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,44,37,30,352,366,358
4103,84,1,5,5,5,4,4,3,4,2,3,4,4,3,4,3,4,2,2,4,4,4,3,5,4,2,3,2,4,3,2,2,3,3,4,3,4,4,3,3,4,2,3,3,2,3,2,2,2,2,2,5,5,5,76,43,65,443,382,431
4104,84,2,5,5,5,5,5,4,4,5,2,2,3,3,2,2,1,1,1,5,4,4,4,4,4,3,2,2,2,1,3,3,4,4,3,4,3,2,2,3,3,3,3,2,2,3,3,3,3,4,3,5,3,4,64,22,35,407,275,374
4105,84,2,4,3,4,5,4,2,3,2,3,4,4,4,2,5,4,4,2,1,3,1,1,2,1,4,2,2,3,1,2,3,2,4,3,4,4,4,3,3,4,1,1,1,1,1,2,2,3,3,3,5,5,4,71,70,30,424,434,358
4106,84,2,4,4,3,4,4,3,4,3,4,4,3,3,3,4,3,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,-1,-1,-1,-1,3,2,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,5,48,43,60,360,382,423
4107,84,2,3,3,4,4,4,4,4,3,4,5,5,5,5,5,5,4,4,3,3,4,1,4,3,4,3,4,4,4,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,-1,-1,-1,74,58,60,433,412,423
4108,84,2,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,4,4,3,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,47,79,85,352,451,467
4109,84,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,3,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,88,94,95,501,503,500
